customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,segment
170,169,3,2610.7299999999996,4,3,5,New / Promising
2821,57,9,2603.0599999999995,5,5,5,Champions
2731,1,7,2600.42,5,5,5,Champions
1953,25,8,2599.5,5,5,5,Champions
1326,482,5,2589.67,3,4,5,At Risk
2818,90,5,2587.03,4,4,5,Champions
2975,137,7,2576.0699999999997,4,5,5,Champions
731,241,9,2573.98,4,5,5,Champions
936,552,10,2559.16,2,5,5,At Risk
2141,87,11,2543.29,5,5,5,Champions
1366,10,14,2535.8199999999997,5,5,5,Champions
2048,270,12,2529.48,4,5,5,Champions
2477,731,8,2528.73,2,5,5,At Risk
450,701,9,2527.36,2,5,5,At Risk
2319,128,4,2516.11,4,4,5,Champions
2888,3,12,2514.9700000000003,5,5,5,Champions
2743,614,10,2504.4799999999996,2,5,5,At Risk
2318,754,10,2490.1000000000004,1,5,5,Needs Attention
682,884,5,2480.2700000000004,1,4,5,Needs Attention
1134,85,8,2473.7999999999997,5,5,5,Champions
454,546,2,2469.55,2,2,5,Lost
185,755,7,2469.14,1,5,5,Needs Attention
885,118,6,2468.42,4,4,5,Champions
2213,34,8,2462.8800000000006,5,5,5,Champions
2822,293,4,2458.3100000000004,3,4,5,At Risk
1242,71,6,2449.05,5,5,5,Champions
2543,325,5,2438.0800000000004,3,4,5,At Risk
2923,7,4,2430.59,5,4,5,Champions
300,7,8,2425.58,5,5,5,Champions
2195,277,4,2421.3,4,4,5,Champions
2350,416,5,2409.26,3,4,5,At Risk
1854,291,10,2397.0600000000004,3,5,5,At Risk
2836,119,8,2387.36,4,5,5,Champions
2305,652,10,2387.12,2,5,5,At Risk
656,354,6,2384.76,3,4,5,At Risk
1273,248,7,2382.29,4,5,5,Champions
557,435,7,2365.41,3,5,5,At Risk
2784,0,6,2363.4500000000003,5,4,5,Champions
2361,763,5,2360.51,1,4,5,Needs Attention
400,506,7,2348.27,2,5,5,At Risk
1583,141,6,2347.1,4,4,5,Champions
380,680,5,2339.85,2,4,5,At Risk
2555,235,6,2337.2500000000005,4,5,5,Champions
2883,330,8,2337.2000000000007,3,5,5,At Risk
1213,231,7,2335.48,4,5,5,Champions
539,390,6,2326.63,3,4,5,At Risk
2008,768,3,2324.9399999999996,1,3,5,Needs Attention
1077,294,7,2323.7200000000003,3,5,5,At Risk
1746,390,7,2316.52,3,5,5,At Risk
2634,426,4,2313.04,3,4,5,At Risk
1260,34,6,2303.4199999999996,5,5,5,Champions
1778,486,6,2302.34,3,5,5,At Risk
2530,719,6,2298.82,2,5,5,At Risk
1210,680,4,2298.33,2,4,5,At Risk
1234,53,8,2295.3199999999997,5,5,5,Champions
2999,315,10,2287.18,3,5,5,At Risk
2239,5,9,2283.77,5,5,5,Champions
827,614,5,2269.9,2,4,5,At Risk
730,518,5,2267.77,2,4,5,At Risk
1486,638,8,2265.7,2,5,5,At Risk
1509,501,5,2262.55,2,4,5,At Risk
500,4,4,2262.5,5,4,5,Champions
1465,415,7,2260.76,3,5,5,At Risk
826,680,6,2259.66,2,4,5,At Risk
2996,289,6,2254.93,3,5,5,At Risk
692,425,7,2243.73,3,5,5,At Risk
1318,664,9,2241.3399999999997,2,5,5,At Risk
2584,516,7,2239.5499999999997,2,5,5,At Risk
506,87,5,2237.11,5,4,5,Champions
257,107,7,2233.1,4,5,5,Champions
537,368,6,2231.09,3,4,5,At Risk
428,339,2,2230.42,3,2,5,Needs Attention
1126,573,6,2218.27,2,4,5,At Risk
2774,345,7,2217.0299999999997,3,5,5,At Risk
850,147,3,2211.36,4,3,5,New / Promising
1389,613,5,2207.75,2,4,5,At Risk
34,212,8,2205.47,4,5,5,Champions
2948,639,3,2205.17,2,3,5,At Risk
2959,546,3,2195.71,2,3,5,At Risk
695,219,7,2187.13,4,5,5,Champions
1710,18,9,2185.42,5,5,5,Champions
43,173,7,2184.73,4,5,5,Champions
361,6,8,2184.04,5,5,5,Champions
2700,130,5,2182.5000000000005,4,4,5,Champions
1782,140,8,2176.94,4,5,5,Champions
2102,527,6,2176.91,2,4,5,At Risk
2362,545,7,2174.79,2,5,5,At Risk
999,230,7,2173.6,4,5,5,Champions
309,573,8,2172.99,2,5,5,At Risk
1455,294,8,2171.03,3,5,5,At Risk
2264,375,8,2162.19,3,5,5,At Risk
1119,776,8,2161.49,1,5,5,Needs Attention
2025,175,4,2159.94,4,4,5,Champions
1014,68,6,2157.4500000000003,5,5,5,Champions
2005,397,5,2156.2699999999995,3,4,5,At Risk
81,651,6,2152.73,2,4,5,At Risk
2335,637,7,2147.88,2,5,5,At Risk
2166,724,6,2144.08,2,5,5,At Risk
755,34,6,2143.51,5,5,5,Champions
417,787,8,2142.68,1,5,5,Needs Attention
1121,578,5,2140.82,2,4,5,At Risk
1780,721,7,2139.3399999999997,2,5,5,At Risk
2707,10,8,2137.2500000000005,5,5,5,Champions
1569,719,5,2135.16,2,4,5,At Risk
336,403,6,2133.76,3,5,5,At Risk
1314,923,4,2130.49,1,4,5,Needs Attention
603,114,4,2128.02,4,4,5,Champions
41,770,6,2118.62,1,4,5,Needs Attention
1804,816,6,2116.92,1,4,5,Needs Attention
1654,201,6,2104.39,4,4,5,Champions
1835,328,6,2104.31,3,5,5,At Risk
862,0,8,2097.2200000000003,5,5,5,Champions
866,409,4,2091.22,3,4,5,At Risk
2231,41,8,2084.14,5,5,5,Champions
1765,860,5,2082.7200000000003,1,4,5,Needs Attention
1512,79,4,2081.1800000000003,5,4,5,Champions
2344,99,10,2076.4900000000002,4,5,5,Champions
1167,160,5,2073.1200000000003,4,4,5,Champions
1516,500,7,2072.3599999999997,2,5,5,At Risk
566,534,5,2064,2,4,5,At Risk
1686,25,9,2059.2899999999995,5,5,5,Champions
515,557,9,2050.41,2,5,5,At Risk
2899,19,6,2045.2600000000002,5,4,5,Champions
1231,188,8,2042.88,4,5,5,Champions
2260,5,7,2040.0700000000002,5,5,5,Champions
1576,59,7,2034.41,5,5,5,Champions
2437,688,5,2030.01,2,4,5,At Risk
1652,741,4,2027.99,1,4,5,Needs Attention
79,234,6,2023.31,4,5,5,Champions
1634,595,4,2019.47,2,4,5,At Risk
1189,211,5,2018.5,4,4,5,Champions
1985,298,5,2012.0500000000002,3,4,5,At Risk
2961,19,7,2006.24,5,5,5,Champions
208,34,5,2005.5300000000002,5,4,5,Champions
1730,728,3,1997.6499999999999,2,3,5,At Risk
766,25,5,1992.1200000000003,5,4,5,Champions
1159,139,6,1988.7999999999997,4,4,5,Champions
1131,622,5,1985.94,2,4,5,At Risk
2939,739,7,1984.27,1,5,5,Needs Attention
1417,223,4,1982.0300000000002,4,4,5,Champions
2251,623,9,1980.3,2,5,5,At Risk
47,33,4,1976.3999999999999,5,4,5,Champions
175,338,5,1974.6,3,4,5,At Risk
1321,5,8,1974.4199999999996,5,5,5,Champions
2024,316,6,1974.1299999999999,3,5,5,At Risk
644,287,4,1973.09,3,4,5,At Risk
354,210,3,1967.91,4,3,5,New / Promising
359,149,6,1965.59,4,4,5,Champions
1587,138,5,1962.6100000000001,4,4,5,Champions
1906,440,8,1959.5,3,5,5,At Risk
1783,170,8,1958.0600000000004,4,5,5,Champions
375,15,3,1956.0099999999998,5,3,5,New / Promising
1133,797,4,1952.88,1,4,5,Needs Attention
2460,134,6,1949.82,4,4,5,Champions
2288,445,7,1943.27,3,5,5,At Risk
1808,623,6,1940.2,2,4,5,At Risk
171,261,5,1936.7599999999998,4,4,5,Champions
1963,748,4,1934.31,1,4,5,Needs Attention
1860,12,8,1927.34,5,5,4,Champions
2449,0,6,1923.5700000000002,5,4,4,Champions
63,251,4,1916.07,4,4,4,Champions
1275,559,5,1915.01,2,4,4,At Risk
1934,52,4,1914.98,5,4,4,Champions
251,42,9,1908.59,5,5,4,Champions
763,533,8,1905.6100000000001,2,5,4,At Risk
296,536,2,1896.65,2,2,4,Lost
1246,370,2,1894.92,3,2,4,Needs Attention
844,744,9,1890.8100000000004,1,5,4,Needs Attention
1201,140,4,1879.8600000000001,4,4,4,Champions
520,855,3,1879.5,1,3,4,Needs Attention
1748,93,5,1878.99,4,4,4,Champions
1642,416,6,1878.71,3,5,4,At Risk
576,553,6,1878.05,2,4,4,At Risk
1087,737,8,1874.1000000000001,1,5,4,Needs Attention
37,35,7,1873.7499999999998,5,5,4,Champions
2099,57,6,1873.09,5,4,4,Champions
23,165,9,1873.02,4,5,4,Champions
2957,176,3,1871.24,4,3,4,New / Promising
232,516,6,1860.4899999999998,2,5,4,At Risk
2158,644,7,1856.58,2,5,4,At Risk
69,23,4,1852.7599999999998,5,4,4,Champions
851,758,8,1852.56,1,5,4,Needs Attention
2714,874,5,1852.11,1,4,4,Needs Attention
2997,660,8,1843.74,2,5,4,At Risk
2000,725,4,1842.08,2,4,4,At Risk
1348,1,6,1835.7399999999998,5,4,4,Champions
241,742,2,1834.79,1,2,4,Lost
2107,794,6,1833.24,1,4,4,Needs Attention
1295,195,5,1827.09,4,4,4,Champions
2736,749,8,1826,1,5,4,Needs Attention
2513,610,8,1825.1000000000001,2,5,4,At Risk
1450,702,3,1820.25,2,3,4,At Risk
886,37,5,1800.6599999999999,5,4,4,Champions
939,160,5,1797.76,4,4,4,Champions
556,14,7,1795.0599999999997,5,5,4,Champions
1277,470,8,1787.9099999999999,3,5,4,At Risk
664,111,6,1785.84,4,4,4,Champions
2207,744,6,1778.1399999999999,1,5,4,Needs Attention
1688,28,5,1773.58,5,4,4,Champions
1370,713,6,1769.29,2,5,4,At Risk
2856,31,6,1767.69,5,5,4,Champions
2159,2,5,1764.87,5,4,4,Champions
176,248,4,1763.91,4,4,4,Champions
884,138,2,1758.58,4,2,4,New / Promising
632,615,8,1758.3000000000002,2,5,4,At Risk
1418,759,8,1755.2300000000005,1,5,4,Needs Attention
1883,599,3,1753.33,2,3,4,At Risk
528,23,4,1753.1299999999999,5,4,4,Champions
1250,473,7,1752.56,3,5,4,At Risk
2830,449,7,1750.88,3,5,4,At Risk
2983,341,5,1747.96,3,4,4,At Risk
331,564,8,1743.57,2,5,4,At Risk
1230,1,6,1739.0700000000002,5,4,4,Champions
2572,118,8,1734.9600000000003,4,5,4,Champions
2155,515,7,1733.27,2,5,4,At Risk
1259,443,5,1732.0099999999998,3,4,4,At Risk
848,499,5,1727.0100000000002,3,4,4,At Risk
2110,22,5,1716.41,5,4,4,Champions
307,53,8,1712.9399999999998,5,5,4,Champions
2238,9,5,1708.06,5,4,4,Champions
934,393,11,1705.92,3,5,4,At Risk
2244,152,6,1704.08,4,4,4,Champions
773,619,8,1702.52,2,5,4,At Risk
2556,938,7,1701.1000000000004,1,5,4,Needs Attention
812,22,7,1699.8899999999999,5,5,4,Champions
681,830,6,1699.85,1,4,4,Needs Attention
810,43,9,1698.72,5,5,4,Champions
2022,334,5,1694.81,3,4,4,At Risk
475,404,3,1691.5900000000001,3,3,4,At Risk
567,430,7,1689.7400000000002,3,5,4,At Risk
2979,632,6,1689.17,2,4,4,At Risk
2709,494,5,1688.43,3,4,4,At Risk
28,370,7,1687.2499999999998,3,5,4,At Risk
35,281,6,1685.1099999999997,3,5,4,At Risk
2250,623,6,1676.1100000000001,2,4,4,At Risk
653,6,5,1676.03,5,4,4,Champions
2778,97,6,1662.9499999999998,4,4,4,Champions
1158,211,9,1661.25,4,5,4,Champions
2492,267,6,1658.3899999999999,4,5,4,Champions
1198,613,6,1657.98,2,4,4,At Risk
1109,467,5,1654.3500000000001,3,4,4,At Risk
1800,253,6,1652.21,4,5,4,Champions
1907,527,3,1649.35,2,3,4,At Risk
1052,46,4,1647.6799999999998,5,4,4,Champions
2792,5,4,1644.54,5,4,4,Champions
1863,575,7,1633.5900000000001,2,5,4,At Risk
420,627,2,1629.83,2,2,4,Lost
1744,701,4,1627.4700000000003,2,4,4,At Risk
2799,577,5,1624.88,2,4,4,At Risk
1701,3,12,1619.5900000000001,5,5,4,Champions
549,681,3,1619.1,2,4,4,At Risk
811,679,3,1613.8600000000001,2,4,4,At Risk
8,570,4,1609.2800000000002,2,4,4,At Risk
1996,484,4,1605.49,3,4,4,At Risk
918,650,4,1604.27,2,4,4,At Risk
1095,380,9,1602.1100000000001,3,5,4,At Risk
1696,199,3,1597.9499999999998,4,3,4,New / Promising
125,353,3,1595.43,3,3,4,At Risk
96,419,8,1592.7499999999998,3,5,4,At Risk
555,761,4,1592.24,1,4,4,Needs Attention
2589,222,7,1589.96,4,5,4,Champions
2173,45,5,1588.59,5,4,4,Champions
1859,863,2,1587.8899999999999,1,2,4,Lost
513,313,6,1586.41,3,5,4,At Risk
2091,779,5,1586.3100000000002,1,4,4,Needs Attention
365,227,6,1584.5900000000001,4,5,4,Champions
2127,402,6,1579.8600000000001,3,4,4,At Risk
1186,9,3,1577.96,5,3,4,New / Promising
2505,542,3,1571.87,2,3,4,At Risk
261,99,3,1571.7199999999998,4,3,4,New / Promising
584,633,4,1567.07,2,4,4,At Risk
339,567,8,1566.59,2,5,4,At Risk
2706,251,3,1566.13,4,3,4,New / Promising
1610,465,6,1566.01,3,5,4,At Risk
592,461,5,1563.85,3,4,4,At Risk
2454,517,7,1560.08,2,5,4,At Risk
1567,704,6,1556.3299999999997,2,4,4,At Risk
597,816,6,1555.9,1,4,4,Needs Attention
1381,60,4,1554.45,5,4,4,Champions
2365,782,4,1554.4,1,4,4,Needs Attention
2988,610,3,1552.96,2,3,4,At Risk
2934,385,4,1548.23,3,4,4,At Risk
1728,717,5,1546.96,2,4,4,At Risk
72,15,4,1546.28,5,4,4,Champions
991,14,4,1540.4999999999998,5,4,4,Champions
2703,646,3,1536.17,2,3,4,At Risk
206,635,4,1534.09,2,4,4,At Risk
416,135,7,1530.3200000000002,4,5,4,Champions
1409,875,5,1529.4499999999998,1,4,4,Needs Attention
360,635,3,1527.79,2,3,4,At Risk
418,416,7,1524.4299999999998,3,5,4,At Risk
2511,26,5,1522.72,5,4,4,Champions
604,385,2,1522.09,3,2,4,Needs Attention
1258,741,3,1518.19,1,3,4,Needs Attention
2253,423,3,1516.75,3,3,4,At Risk
702,193,5,1513.04,4,4,4,Champions
426,0,2,1512.47,5,2,4,New / Promising
2214,184,3,1503.8400000000001,4,3,4,New / Promising
1403,915,2,1503.4199999999998,1,2,4,Lost
1510,856,6,1497.65,1,4,4,Needs Attention
2156,219,6,1496.91,4,5,4,Champions
787,618,3,1494.07,2,3,4,At Risk
2798,572,6,1493.63,2,4,4,At Risk
2222,156,5,1493.1599999999999,4,4,4,Champions
1519,453,3,1489.4700000000003,3,3,4,At Risk
1680,733,6,1489.07,2,4,4,At Risk
2772,889,5,1488.22,1,4,4,Needs Attention
2327,78,1,1485.93,5,1,4,New / Promising
407,558,2,1483.8700000000001,2,2,4,Lost
2779,949,3,1483.53,1,3,4,Needs Attention
2500,655,5,1482.32,2,4,4,At Risk
2407,663,7,1481.6999999999998,2,5,4,At Risk
1917,26,7,1481.52,5,5,4,Champions
1323,34,5,1478.86,5,4,4,Champions
1949,138,7,1478.6699999999998,4,5,4,Champions
564,690,4,1475.35,2,4,4,At Risk
2047,157,5,1473.46,4,4,4,Champions
983,528,7,1471.76,2,5,4,At Risk
2563,38,6,1468.15,5,5,4,Champions
750,47,5,1467.9099999999999,5,4,4,Champions
2889,12,5,1467.26,5,4,4,Champions
792,5,4,1460.83,5,4,4,Champions
2976,248,5,1459.17,4,4,4,Champions
2895,596,6,1459.05,2,4,4,At Risk
981,230,6,1458.92,4,5,4,Champions
1487,1,3,1458.6799999999998,5,3,4,New / Promising
2074,840,5,1457.8899999999999,1,4,4,Needs Attention
394,333,6,1453.12,3,4,4,At Risk
1074,45,4,1451.1100000000001,5,4,4,Champions
1612,591,4,1446.98,2,4,4,At Risk
1354,190,4,1446.25,4,4,4,Champions
2470,61,4,1445.57,5,4,4,Champions
429,75,5,1442.71,5,4,4,Champions
2807,794,5,1438.07,1,4,4,Needs Attention
1653,678,3,1431.04,2,4,4,At Risk
110,833,6,1429.2799999999997,1,4,4,Needs Attention
964,636,6,1428.7800000000002,2,4,4,At Risk
328,371,5,1426,3,4,4,At Risk
2080,564,3,1425.23,2,3,4,At Risk
2058,131,6,1422.7599999999998,4,4,4,Champions
2963,517,4,1422.25,2,4,4,At Risk
194,769,3,1420.59,1,3,4,Needs Attention
2865,688,6,1416.66,2,4,4,At Risk
2333,482,3,1416.28,3,3,4,At Risk
1758,104,8,1415.8500000000001,4,5,4,Champions
2010,55,6,1413.99,5,4,4,Champions
1147,660,2,1412.52,2,2,4,Lost
1581,223,10,1411.9499999999998,4,5,4,Champions
1088,711,7,1410.8899999999999,2,5,4,At Risk
1529,245,6,1405.7099999999998,4,5,4,Champions
2117,468,2,1404.81,3,3,4,At Risk
1209,225,7,1403.32,4,5,4,Champions
238,9,4,1402.9099999999999,5,4,4,Champions
657,149,6,1402.63,4,4,4,Champions
2202,137,10,1401.52,4,5,4,Champions
2230,489,2,1397.85,3,3,4,At Risk
2676,213,5,1397.7099999999998,4,4,4,Champions
122,833,2,1397.66,1,2,4,Lost
1506,676,4,1397.06,2,4,4,At Risk
61,1052,3,1395.6599999999999,1,3,4,Needs Attention
1170,111,2,1395.12,4,2,4,New / Promising
367,282,6,1392.59,3,5,4,At Risk
2494,533,6,1391.24,2,4,4,At Risk
1755,694,8,1389.03,2,5,4,At Risk
989,36,4,1388.12,5,4,4,Champions
431,142,3,1387.83,4,3,4,New / Promising
757,230,7,1382.45,4,5,4,Champions
1097,329,6,1380.0400000000002,3,4,4,At Risk
1515,334,6,1379.5,3,4,4,At Risk
2168,194,5,1378.05,4,4,4,Champions
1424,186,3,1376.33,4,4,4,Champions
1214,303,4,1374.77,3,4,4,At Risk
1626,111,3,1373.47,4,3,4,New / Promising
675,87,4,1373,5,4,4,Champions
1319,487,2,1371.26,3,3,4,At Risk
2723,872,5,1369.06,1,4,4,Needs Attention
445,20,5,1368.1000000000001,5,4,4,Champions
1151,784,3,1367.1999999999998,1,3,4,Needs Attention
