order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
79,38,120,1,179.87,0,179.87
80,38,107,1,335.62,0,335.62
81,38,39,1,43.96,0,43.96
82,39,159,1,57.51,0.1,51.76
83,39,54,1,92.65,0,92.65
84,39,102,1,116.44,0.1,104.8
85,39,54,2,92.65,0.15,157.5
86,40,54,1,92.65,0,92.65
87,40,113,2,274.17,0,548.34
88,40,41,1,179.88,0,179.88
89,40,17,2,75.74,0,151.48
90,41,41,1,179.88,0.1,161.89
91,41,48,1,156.79,0,156.79
92,42,57,1,91.71,0,91.71
93,42,153,1,99.2,0.15,84.32
94,43,140,1,66.53,0,66.53
95,44,32,1,49.75,0,49.75
96,45,64,1,113.76,0,113.76
97,45,119,2,213.48,0,426.96
98,46,111,1,282.79,0,282.79
99,47,101,2,68.79,0,137.58
100,47,40,1,53.97,0.2,43.18
101,47,87,3,40.81,0,122.43
102,47,129,1,36.16,0,36.16
103,48,64,1,113.76,0.15,96.7
104,49,71,1,16.86,0,16.86
105,49,86,2,8.05,0.15,13.69
106,50,53,2,86.91,0.15,147.75
107,50,119,1,213.48,0,213.48
108,51,54,1,92.65,0,92.65
109,51,97,3,23.97,0,71.91
110,51,72,1,196.03,0.1,176.43
111,52,79,1,40.31,0.15,34.26
112,53,159,2,57.51,0.1,103.52
113,53,123,1,92.73,0,92.73
114,53,119,1,213.48,0,213.48
115,53,134,1,40.72,0,40.72
116,53,129,1,36.16,0,36.16
117,54,47,1,173.41,0.1,156.07
118,55,97,3,23.97,0,71.91
119,55,98,2,11.23,0.15,19.09
120,55,27,3,21.73,0,65.19
121,56,9,1,98.65,0,98.65
122,57,1,1,134.64,0,134.64
123,57,119,1,213.48,0,213.48
124,58,121,2,374.5,0,749.0
125,59,33,1,49.0,0,49.0
126,59,119,1,213.48,0.1,192.13
127,60,40,1,53.97,0,53.97
128,60,38,1,79.64,0,79.64
129,61,98,1,11.23,0,11.23
130,61,8,1,255.14,0,255.14
131,62,103,2,74.37,0.1,133.87
132,62,12,1,291.22,0,291.22
133,63,56,1,48.94,0,48.94
134,64,80,1,41.32,0.2,33.06
135,65,72,1,196.03,0.1,176.43
136,66,128,1,398.69,0.1,358.82
137,67,29,2,122.84,0,245.68
138,68,27,1,21.73,0,21.73
139,68,81,3,52.03,0,156.09
140,69,159,1,57.51,0,57.51
141,69,33,2,49.0,0.15,83.3
142,70,94,2,59.56,0,119.12
143,71,125,1,226.52,0,226.52
144,71,76,1,65.54,0,65.54
145,71,39,1,43.96,0,43.96
146,72,113,1,274.17,0.15,233.04
147,72,6,2,180.27,0,360.54
148,72,157,1,65.63,0,65.63
149,73,88,1,39.57,0.1,35.61
150,73,149,1,68.48,0,68.48
151,73,20,1,84.59,0,84.59
152,73,126,1,319.24,0,319.24
153,73,88,2,39.57,0.2,63.31
154,74,160,1,40.26,0,40.26
155,74,145,1,84.99,0,84.99
156,75,158,1,14.07,0,14.07
157,75,26,1,66.46,0,66.46
158,75,7,1,33.9,0.1,30.51
159,75,54,2,92.65,0.1,166.77
160,75,135,2,105.74,0,211.48
161,76,54,1,92.65,0,92.65
162,77,34,1,164.11,0.2,131.29
163,78,2,1,198.54,0,198.54
164,78,16,2,232.17,0,464.34
165,78,36,1,143.82,0.15,122.25
166,79,5,1,135.87,0,135.87
167,80,27,1,21.73,0,21.73
168,81,5,1,135.87,0.1,122.28
169,81,153,1,99.2,0.1,89.28
170,81,136,1,116.14,0,116.14
171,82,113,1,274.17,0.1,246.75
172,82,10,1,116.26,0,116.26
173,83,65,1,172.37,0,172.37
174,83,160,2,40.26,0,80.52
175,83,61,1,12.8,0,12.8
176,83,9,1,98.65,0.15,83.85
177,84,85,1,74.75,0,74.75
178,84,19,1,229.68,0,229.68
179,84,21,1,274.21,0.1,246.79
180,84,97,1,23.97,0,23.97
181,85,40,2,53.97,0,107.94
182,86,96,2,51.37,0,102.74
183,86,54,1,92.65,0,92.65
184,87,101,1,68.79,0,68.79
185,88,44,1,83.07,0.15,70.61
186,89,54,2,92.65,0,185.3
187,90,123,3,92.73,0,278.19
188,90,56,1,48.94,0.15,41.6
189,91,152,1,66.12,0,66.12
190,91,89,2,41.71,0,83.42
191,91,54,2,92.65,0.2,148.24
192,92,12,1,291.22,0,291.22
193,93,7,1,33.9,0,33.9
194,93,114,3,240.92,0,722.76
195,94,87,1,40.81,0,40.81
196,95,147,3,23.93,0,71.79
197,95,119,1,213.48,0,213.48
198,95,54,1,92.65,0.2,74.12
199,95,114,2,240.92,0,481.84
200,96,1,1,134.64,0.1,121.18
201,97,34,1,164.11,0,164.11
202,97,47,1,173.41,0,173.41
203,98,31,1,121.18,0.2,96.94
204,98,72,1,196.03,0.1,176.43
205,98,153,1,99.2,0,99.2
206,99,31,3,121.18,0.2,290.83
207,100,70,1,67.88,0.1,61.09
208,100,137,1,15.32,0,15.32
209,100,54,1,92.65,0,92.65
210,100,99,1,79.98,0.2,63.98
211,101,54,1,92.65,0.15,78.75
212,101,33,2,49.0,0,98.0
213,102,34,1,164.11,0,164.11
214,103,121,1,374.5,0,374.5
215,104,107,1,335.62,0.1,302.06
216,105,137,1,15.32,0,15.32
217,106,82,1,54.72,0,54.72
218,106,38,1,79.64,0,79.64
219,106,16,1,232.17,0.1,208.95
220,106,84,1,13.12,0,13.12
221,107,60,1,294.14,0.1,264.73
222,107,40,1,53.97,0,53.97
223,107,119,1,213.48,0,213.48
224,108,47,1,173.41,0,173.41
225,108,33,1,49.0,0,49.0
226,108,113,1,274.17,0.2,219.34
227,109,97,1,23.97,0.1,21.57
228,109,154,1,83.05,0,83.05
229,110,130,2,68.02,0,136.04
230,111,141,1,71.69,0.1,64.52
231,111,34,3,164.11,0.2,393.86
232,111,159,1,57.51,0,57.51
233,112,85,2,74.75,0,149.5
234,112,139,1,70.5,0.2,56.4
235,113,75,1,185.8,0,185.8
236,114,121,1,374.5,0,374.5
237,114,97,1,23.97,0,23.97
238,115,74,1,41.44,0,41.44
239,115,132,2,101.25,0,202.5
240,115,31,1,121.18,0,121.18
241,116,140,1,66.53,0,66.53
242,117,3,1,101.49,0,101.49
243,117,103,2,74.37,0,148.74
244,118,61,1,12.8,0.1,11.52
245,118,8,1,255.14,0.1,229.63
246,118,160,1,40.26,0,40.26
247,119,68,1,204.27,0,204.27
248,120,140,1,66.53,0.1,59.88
249,120,33,2,49.0,0.1,88.2
250,120,54,1,92.65,0,92.65
251,121,153,2,99.2,0.1,178.56
252,121,102,1,116.44,0,116.44
253,121,119,2,213.48,0,426.96
254,121,143,1,69.82,0.15,59.35
255,121,34,1,164.11,0,164.11
256,122,127,1,268.94,0,268.94
257,122,128,1,398.69,0,398.69
258,123,89,1,41.71,0,41.71
259,123,61,1,12.8,0.15,10.88
260,123,54,2,92.65,0,185.3
261,124,54,1,92.65,0.1,83.39
262,124,82,1,54.72,0,54.72
263,124,53,3,86.91,0,260.73
264,124,160,1,40.26,0,40.26
265,125,89,1,41.71,0,41.71
266,126,22,1,399.88,0.15,339.9
267,126,57,1,91.71,0.1,82.54
268,127,119,2,213.48,0,426.96
269,128,24,1,346.45,0,346.45
270,129,87,1,40.81,0,40.81
271,129,101,1,68.79,0,68.79
272,130,121,1,374.5,0,374.5
273,130,142,1,31.27,0.1,28.14
274,131,37,1,83.16,0.1,74.84
275,132,90,3,52.82,0,158.46
276,132,132,1,101.25,0,101.25
277,133,152,2,66.12,0.1,119.02
278,134,76,2,65.54,0,131.08
279,134,111,1,282.79,0,282.79
280,134,56,1,48.94,0.15,41.6
281,134,31,1,121.18,0.1,109.06
282,135,54,1,92.65,0,92.65
283,136,97,1,23.97,0.15,20.37
284,136,33,1,49.0,0,49.0
285,136,40,3,53.97,0.1,145.72
286,136,64,1,113.76,0,113.76
287,137,96,1,51.37,0,51.37
288,137,73,1,43.45,0.15,36.93
289,138,76,1,65.54,0.1,58.99
290,138,138,1,24.71,0.1,22.24
291,138,119,1,213.48,0,213.48
292,139,26,1,66.46,0,66.46
293,139,35,2,124.39,0,248.78
294,139,121,1,374.5,0,374.5
295,139,34,1,164.11,0,164.11
296,139,141,1,71.69,0,71.69
297,140,39,1,43.96,0.2,35.17
298,141,53,1,86.91,0.15,73.87
299,141,108,1,97.45,0.15,82.83
300,141,53,2,86.91,0.15,147.75
301,141,131,2,62.23,0,124.46
302,141,15,2,152.22,0,304.44
303,142,40,1,53.97,0.1,48.57
304,143,127,1,268.94,0,268.94
305,144,91,1,50.62,0.1,45.56
306,145,117,1,173.82,0,173.82
307,145,44,2,83.07,0,166.14
308,146,44,2,83.07,0.1,149.53
309,146,103,1,74.37,0.1,66.93
310,146,54,1,92.65,0,92.65
311,147,101,1,68.79,0,68.79
312,148,71,1,16.86,0.15,14.33
313,149,57,2,91.71,0,183.42
314,149,64,1,113.76,0,113.76
315,150,10,1,116.26,0,116.26
316,151,98,2,11.23,0,22.46
317,151,54,1,92.65,0,92.65
318,151,88,3,39.57,0,118.71
319,152,34,1,164.11,0,164.11
320,153,54,1,92.65,0.15,78.75
321,154,91,1,50.62,0,50.62
322,154,111,2,282.79,0,565.58
323,155,65,1,172.37,0,172.37
324,156,30,2,168.06,0.1,302.51
325,156,132,1,101.25,0.15,86.06
326,157,29,1,122.84,0,122.84
327,157,48,1,156.79,0.15,133.27
328,157,81,1,52.03,0,52.03
329,157,40,2,53.97,0,107.94
330,157,77,1,42.23,0.15,35.9
331,158,18,1,268.84,0,268.84
332,159,54,1,92.65,0,92.65
333,160,111,2,282.79,0,565.58
334,160,142,1,31.27,0,31.27
335,160,65,1,172.37,0,172.37
336,160,71,1,16.86,0.15,14.33
337,161,111,2,282.79,0,565.58
338,162,94,1,59.56,0,59.56
339,163,72,1,196.03,0.1,176.43
340,163,33,2,49.0,0,98.0
341,163,73,1,43.45,0,43.45
342,163,158,1,14.07,0,14.07
343,164,95,1,42.95,0,42.95
344,164,116,1,217.77,0,217.77
345,164,157,1,65.63,0.1,59.07
346,165,35,1,124.39,0,124.39
347,165,74,1,41.44,0,41.44
348,165,88,2,39.57,0,79.14
349,165,54,1,92.65,0,92.65
350,166,112,1,329.53,0,329.53
351,166,76,1,65.54,0,65.54
352,167,149,2,68.48,0,136.96
353,168,2,1,198.54,0,198.54
354,168,26,1,66.46,0.15,56.49
355,168,39,1,43.96,0,43.96
356,168,114,1,240.92,0,240.92
357,169,37,1,83.16,0,83.16
358,169,35,1,124.39,0,124.39
359,169,149,1,68.48,0,68.48
360,169,19,1,229.68,0,229.68
361,170,143,1,69.82,0,69.82
362,170,131,1,62.23,0,62.23
363,170,11,1,176.03,0.1,158.43
364,170,94,1,59.56,0,59.56
365,171,32,1,49.75,0,49.75
366,171,54,1,92.65,0,92.65
367,172,33,1,49.0,0.15,41.65
368,172,78,1,77.23,0.1,69.51
369,172,8,1,255.14,0.2,204.11
370,172,61,2,12.8,0,25.6
371,173,92,1,74.46,0,74.46
372,174,137,1,15.32,0.15,13.02
373,174,108,1,97.45,0,97.45
374,175,21,1,274.21,0,274.21
375,176,54,1,92.65,0.15,78.75
376,176,147,1,23.93,0,23.93
377,176,40,1,53.97,0.15,45.87
378,176,38,1,79.64,0.15,67.69
379,177,10,1,116.26,0,116.26
380,177,54,1,92.65,0,92.65
381,178,80,1,41.32,0,41.32
382,178,97,2,23.97,0,47.94
383,178,39,1,43.96,0,43.96
384,179,54,2,92.65,0,185.3
385,179,40,1,53.97,0.1,48.57
386,180,119,2,213.48,0,426.96
387,180,60,1,294.14,0,294.14
388,181,15,1,152.22,0,152.22
389,181,2,2,198.54,0,397.08
390,181,154,1,83.05,0.1,74.75
391,182,121,1,374.5,0.1,337.05
392,183,135,1,105.74,0.1,95.17
393,184,54,1,92.65,0,92.65
394,184,72,1,196.03,0,196.03
395,185,74,1,41.44,0,41.44
396,185,108,1,97.45,0.1,87.7
397,186,8,1,255.14,0.15,216.87
398,186,13,1,132.43,0.1,119.19
399,187,102,1,116.44,0,116.44
400,187,134,1,40.72,0,40.72
401,188,53,1,86.91,0,86.91
402,189,107,1,335.62,0.1,302.06
403,189,5,2,135.87,0,271.74
404,190,93,1,19.37,0,19.37
405,190,54,1,92.65,0,92.65
406,191,97,2,23.97,0,47.94
407,192,36,1,143.82,0.1,129.44
408,192,84,2,13.12,0.2,20.99
409,193,136,1,116.14,0,116.14
410,193,135,1,105.74,0,105.74
411,194,111,2,282.79,0,565.58
412,194,18,1,268.84,0,268.84
413,195,35,1,124.39,0.15,105.73
414,195,152,1,66.12,0.15,56.2
415,196,18,2,268.84,0,537.68
416,196,160,1,40.26,0,40.26
417,196,129,1,36.16,0.15,30.74
418,197,147,1,23.93,0.1,21.54
419,197,1,1,134.64,0,134.64
420,198,88,1,39.57,0.15,33.63
421,198,153,1,99.2,0,99.2
422,199,27,1,21.73,0.2,17.38
423,199,56,1,48.94,0.2,39.15
424,200,58,3,151.67,0,455.01
425,201,84,1,13.12,0,13.12
426,201,121,1,374.5,0,374.5
427,202,88,1,39.57,0.15,33.63
428,202,64,1,113.76,0,113.76
429,203,101,1,68.79,0.1,61.91
430,204,141,2,71.69,0,143.38
431,204,94,1,59.56,0,59.56
432,204,114,1,240.92,0,240.92
433,204,33,1,49.0,0.15,41.65
434,205,11,1,176.03,0,176.03
435,205,7,1,33.9,0.15,28.81
436,206,89,2,41.71,0,83.42
437,206,103,2,74.37,0,148.74
438,206,120,1,179.87,0,179.87
439,206,132,1,101.25,0,101.25
440,207,17,1,75.74,0,75.74
441,208,37,1,83.16,0,83.16
442,208,75,1,185.8,0,185.8
443,208,61,1,12.8,0,12.8
444,208,3,2,101.49,0.2,162.38
445,209,54,1,92.65,0,92.65
446,209,43,1,75.67,0,75.67
447,209,126,2,319.24,0,638.48
448,209,61,1,12.8,0,12.8
449,210,96,1,51.37,0.15,43.66
450,211,89,1,41.71,0,41.71
451,212,102,1,116.44,0.1,104.8
452,212,71,1,16.86,0,16.86
453,213,52,2,190.14,0.1,342.25
454,213,119,2,213.48,0,426.96
455,213,111,1,282.79,0,282.79
456,214,89,3,41.71,0,125.13
457,214,29,1,122.84,0.15,104.41
458,214,140,1,66.53,0,66.53
459,214,92,1,74.46,0,74.46
460,215,99,1,79.98,0,79.98
461,215,86,1,8.05,0,8.05
462,216,38,3,79.64,0,238.92
463,216,119,1,213.48,0,213.48
464,217,156,2,17.86,0,35.72
465,218,147,1,23.93,0.2,19.14
466,219,139,1,70.5,0,70.5
467,219,61,1,12.8,0.15,10.88
468,219,84,1,13.12,0,13.12
469,220,127,1,268.94,0,268.94
470,220,143,1,69.82,0.1,62.84
471,220,128,1,398.69,0.2,318.95
472,220,21,1,274.21,0,274.21
473,221,119,2,213.48,0.1,384.26
474,221,16,1,232.17,0.15,197.34
475,222,29,1,122.84,0.1,110.56
476,223,31,1,121.18,0,121.18
477,223,95,2,42.95,0,85.9
478,224,102,1,116.44,0,116.44
479,224,12,1,291.22,0,291.22
480,224,39,2,43.96,0,87.92
481,224,54,1,92.65,0.15,78.75
482,224,46,1,64.69,0.15,54.99
483,225,8,1,255.14,0,255.14
484,225,159,1,57.51,0.15,48.88
485,225,58,1,151.67,0,151.67
486,225,87,1,40.81,0,40.81
487,225,140,1,66.53,0.2,53.22
488,226,136,2,116.14,0,232.28
489,226,1,1,134.64,0,134.64
490,226,50,1,55.81,0,55.81
491,227,81,1,52.03,0,52.03
492,228,93,1,19.37,0.2,15.5
493,229,17,1,75.74,0,75.74
494,229,40,1,53.97,0,53.97
495,230,89,1,41.71,0,41.71
496,230,1,1,134.64,0.2,107.71
497,231,149,2,68.48,0,136.96
498,231,142,2,31.27,0,62.54
499,231,111,3,282.79,0,848.37
500,231,74,2,41.44,0.2,66.3
501,231,54,1,92.65,0,92.65
502,232,53,1,86.91,0.2,69.53
503,233,18,1,268.84,0.15,228.51
504,233,116,1,217.77,0,217.77
505,234,28,1,93.65,0.1,84.29
506,234,61,1,12.8,0,12.8
507,235,54,3,92.65,0.2,222.36
508,235,54,1,92.65,0.15,78.75
509,235,88,1,39.57,0,39.57
510,236,61,2,12.8,0.1,23.04
511,236,34,1,164.11,0,164.11
512,237,118,1,357.71,0,357.71
513,237,106,1,187.33,0.15,159.23
514,237,87,1,40.81,0,40.81
515,237,2,1,198.54,0.15,168.76
516,237,61,1,12.8,0,12.8
517,238,74,1,41.44,0.15,35.22
518,238,53,2,86.91,0.1,156.44
519,239,91,1,50.62,0,50.62
520,239,160,1,40.26,0,40.26
521,239,9,1,98.65,0,98.65
522,239,36,2,143.82,0,287.64
523,239,158,1,14.07,0,14.07
524,240,22,1,399.88,0,399.88
525,241,96,1,51.37,0,51.37
526,242,54,1,92.65,0,92.65
527,243,138,1,24.71,0,24.71
528,243,108,1,97.45,0,97.45
529,243,108,1,97.45,0,97.45
530,244,140,1,66.53,0,66.53
531,245,1,1,134.64,0,134.64
532,246,60,2,294.14,0.15,500.04
533,247,9,1,98.65,0,98.65
534,248,19,1,229.68,0,229.68
535,248,101,2,68.79,0,137.58
536,248,53,1,86.91,0.2,69.53
537,248,2,1,198.54,0.1,178.69
538,249,54,2,92.65,0,185.3
539,249,110,1,59.23,0,59.23
540,250,39,1,43.96,0.1,39.56
541,250,61,1,12.8,0,12.8
542,251,54,2,92.65,0.2,148.24
543,252,54,1,92.65,0,92.65
544,252,54,1,92.65,0,92.65
545,252,54,1,92.65,0,92.65
546,252,84,1,13.12,0.15,11.15
547,252,31,2,121.18,0.1,218.12
548,253,96,1,51.37,0,51.37
549,253,110,1,59.23,0,59.23
550,253,34,3,164.11,0,492.33
551,253,80,2,41.32,0.1,74.38
552,254,34,1,164.11,0.1,147.7
553,254,64,1,113.76,0,113.76
554,254,149,1,68.48,0,68.48
555,254,3,1,101.49,0,101.49
556,255,12,1,291.22,0,291.22
557,256,95,1,42.95,0,42.95
558,257,42,2,80.28,0.15,136.48
559,257,109,1,22.1,0,22.1
560,257,54,1,92.65,0,92.65
561,258,118,1,357.71,0,357.71
562,258,54,1,92.65,0,92.65
563,259,80,1,41.32,0.2,33.06
564,259,99,1,79.98,0,79.98
565,259,91,2,50.62,0.2,80.99
566,260,19,2,229.68,0,459.36
567,260,53,1,86.91,0,86.91
568,260,137,1,15.32,0,15.32
569,261,111,1,282.79,0.2,226.23
570,261,42,1,80.28,0,80.28
571,261,109,1,22.1,0,22.1
572,262,126,3,319.24,0,957.72
573,263,98,1,11.23,0,11.23
574,263,112,1,329.53,0,329.53
575,263,44,1,83.07,0,83.07
576,263,87,1,40.81,0,40.81
577,264,33,3,49.0,0,147.0
578,265,97,2,23.97,0,47.94
579,266,54,2,92.65,0,185.3
580,267,17,1,75.74,0,75.74
581,267,89,1,41.71,0,41.71
582,268,80,1,41.32,0.1,37.19
583,268,74,1,41.44,0,41.44
584,268,43,1,75.67,0.15,64.32
585,268,152,1,66.12,0,66.12
586,269,54,2,92.65,0,185.3
587,269,54,1,92.65,0.1,83.39
588,269,99,1,79.98,0,79.98
589,270,102,1,116.44,0.1,104.8
590,271,1,2,134.64,0,269.28
591,271,150,1,44.1,0.1,39.69
592,272,101,2,68.79,0.1,123.82
593,272,124,1,13.96,0,13.96
594,272,152,1,66.12,0,66.12
595,272,141,1,71.69,0,71.69
596,272,124,2,13.96,0.2,22.34
597,273,18,1,268.84,0,268.84
598,273,97,1,23.97,0,23.97
599,274,140,1,66.53,0.1,59.88
600,274,54,3,92.65,0,277.95
601,275,111,2,282.79,0,565.58
602,275,141,2,71.69,0,143.38
603,276,1,1,134.64,0,134.64
604,277,145,2,84.99,0.2,135.98
605,278,142,1,31.27,0,31.27
606,279,84,1,13.12,0,13.12
607,280,78,1,77.23,0.1,69.51
608,280,54,1,92.65,0,92.65
609,281,101,1,68.79,0,68.79
610,282,157,1,65.63,0,65.63
611,282,61,2,12.8,0,25.6
612,282,119,2,213.48,0,426.96
613,282,54,3,92.65,0.15,236.26
614,282,66,2,279.67,0,559.34
615,283,31,1,121.18,0,121.18
616,284,62,1,117.07,0.15,99.51
617,284,54,2,92.65,0,185.3
618,285,156,1,17.86,0,17.86
619,286,123,1,92.73,0,92.73
620,287,56,1,48.94,0.15,41.6
621,287,54,2,92.65,0,185.3
622,288,132,1,101.25,0,101.25
623,288,40,1,53.97,0,53.97
624,288,62,1,117.07,0,117.07
625,289,39,2,43.96,0,87.92
626,290,10,1,116.26,0.1,104.63
627,291,159,2,57.51,0,115.02
628,292,16,1,232.17,0.15,197.34
629,292,97,2,23.97,0.15,40.75
630,293,54,1,92.65,0,92.65
631,293,147,2,23.93,0.1,43.07
632,294,54,1,92.65,0.2,74.12
633,295,99,1,79.98,0.2,63.98
634,295,89,1,41.71,0.1,37.54
635,296,125,3,226.52,0,679.56
636,296,157,1,65.63,0,65.63
637,296,56,2,48.94,0,97.88
638,296,87,2,40.81,0,81.62
639,297,54,1,92.65,0,92.65
640,297,68,2,204.27,0,408.54
641,298,110,1,59.23,0,59.23
642,298,114,2,240.92,0,481.84
643,298,40,1,53.97,0,53.97
644,298,82,2,54.72,0,109.44
645,298,119,1,213.48,0,213.48
646,299,114,1,240.92,0,240.92
647,299,60,1,294.14,0.1,264.73
648,300,159,1,57.51,0,57.51
649,301,19,2,229.68,0,459.36
650,301,21,1,274.21,0,274.21
651,301,127,2,268.94,0.15,457.2
652,301,149,2,68.48,0.1,123.26
653,302,150,1,44.1,0,44.1
654,302,47,1,173.41,0.15,147.4
655,302,72,1,196.03,0,196.03
656,302,33,1,49.0,0,49.0
657,303,158,2,14.07,0,28.14
658,303,54,1,92.65,0,92.65
659,303,54,2,92.65,0,185.3
660,304,99,1,79.98,0,79.98
661,305,139,2,70.5,0.1,126.9
662,305,88,1,39.57,0,39.57
663,305,110,1,59.23,0,59.23
664,306,97,1,23.97,0,23.97
665,306,113,1,274.17,0,274.17
666,307,34,1,164.11,0,164.11
667,308,28,1,93.65,0,93.65
668,309,126,2,319.24,0,638.48
669,309,24,1,346.45,0,346.45
670,310,128,1,398.69,0,398.69
671,310,6,1,180.27,0.1,162.24
672,310,131,1,62.23,0.15,52.9
673,311,95,2,42.95,0,85.9
674,311,33,2,49.0,0,98.0
675,311,90,2,52.82,0,105.64
676,312,84,1,13.12,0,13.12
677,313,111,1,282.79,0,282.79
678,314,144,1,11.66,0,11.66
679,314,43,2,75.67,0,151.34
680,314,54,1,92.65,0,92.65
681,315,140,1,66.53,0.1,59.88
682,315,44,1,83.07,0,83.07
683,316,152,2,66.12,0.2,105.79
684,316,103,2,74.37,0.15,126.43
685,316,111,1,282.79,0,282.79
686,316,119,1,213.48,0,213.48
687,317,118,1,357.71,0.15,304.05
688,317,94,1,59.56,0,59.56
689,318,121,1,374.5,0,374.5
690,319,6,2,180.27,0.1,324.49
691,319,119,1,213.48,0,213.48
692,319,46,1,64.69,0,64.69
693,320,41,1,179.88,0,179.88
694,320,29,1,122.84,0.15,104.41
695,321,61,1,12.8,0.1,11.52
696,322,58,1,151.67,0,151.67
697,323,60,3,294.14,0,882.42
698,324,67,1,62.01,0.15,52.71
699,325,112,1,329.53,0,329.53
700,325,61,1,12.8,0,12.8
701,325,114,1,240.92,0,240.92
702,326,15,1,152.22,0,152.22
703,327,91,1,50.62,0.1,45.56
704,328,134,2,40.72,0.1,73.3
705,328,107,1,335.62,0,335.62
706,328,61,1,12.8,0.1,11.52
707,329,137,1,15.32,0,15.32
708,329,88,1,39.57,0.15,33.63
709,329,54,2,92.65,0,185.3
710,330,114,1,240.92,0.1,216.83
711,331,72,1,196.03,0,196.03
712,332,147,2,23.93,0,47.86
713,332,54,2,92.65,0,185.3
714,332,127,1,268.94,0.2,215.15
715,333,41,1,179.88,0,179.88
716,333,68,1,204.27,0,204.27
717,333,64,2,113.76,0,227.52
718,333,43,1,75.67,0,75.67
719,334,72,2,196.03,0.15,333.25
720,335,31,1,121.18,0.1,109.06
721,335,43,1,75.67,0.15,64.32
722,336,34,1,164.11,0,164.11
723,336,39,2,43.96,0.1,79.13
724,337,123,1,92.73,0,92.73
725,337,128,1,398.69,0.1,358.82
726,337,54,1,92.65,0.15,78.75
727,337,157,3,65.63,0.1,177.2
728,338,39,1,43.96,0,43.96
729,338,146,1,20.85,0,20.85
730,339,117,1,173.82,0,173.82
731,340,53,2,86.91,0,173.82
732,341,140,1,66.53,0,66.53
733,342,60,1,294.14,0,294.14
734,342,11,1,176.03,0,176.03
735,343,50,1,55.81,0.1,50.23
736,343,67,1,62.01,0,62.01
737,343,87,1,40.81,0,40.81
738,343,37,1,83.16,0,83.16
739,344,101,1,68.79,0,68.79
740,345,127,1,268.94,0.15,228.6
741,346,82,2,54.72,0.2,87.55
742,347,147,1,23.93,0,23.93
743,347,33,1,49.0,0,49.0
744,348,54,1,92.65,0,92.65
745,349,84,1,13.12,0,13.12
746,349,31,1,121.18,0.15,103.0
747,349,136,1,116.14,0,116.14
748,350,18,2,268.84,0,537.68
749,351,45,1,61.85,0,61.85
